district,taluka,village
"CHANDRAPUR","CHIMUR","Sonegaon Gawande"
"CHANDRAPUR","CHIMUR","Kolara"
"CHANDRAPUR","CHIMUR","Manemohadi"
"CHANDRAPUR","CHIMUR","Adegaon"
"CHANDRAPUR","CHIMUR","Gondeda"
"CHANDRAPUR","CHIMUR","Ramdegi"
"CHANDRAPUR","CHIMUR","Mahadwadi"
"CHANDRAPUR","CHIMUR","Kolara Tukum"
"CHANDRAPUR","CHIMUR","Tekadi Subhani"
"CHANDRAPUR","CHIMUR","Chak Karbada"
"CHANDRAPUR","CHIMUR","Kewada"
"CHANDRAPUR","CHIMUR","Madnapur"
"CHANDRAPUR","CHIMUR","Wagheda"
"CHANDRAPUR","CHIMUR","Wadasi"
"CHANDRAPUR","CHIMUR","Tekadi Mandavzari"
"CHANDRAPUR","CHIMUR","Vihirgaon"
"CHANDRAPUR","CHIMUR","Karbada"
"CHANDRAPUR","CHIMUR","Chaiti Rith"
"CHANDRAPUR","CHIMUR","Khatoda"
"CHANDRAPUR","CHIMUR","Madnapur Tukum"
"CHANDRAPUR","CHIMUR","Bungizora"
"CHANDRAPUR","CHIMUR","Chaiti Tukum"
"CHANDRAPUR","CHIMUR","Belara Rith"
"CHANDRAPUR","CHIMUR","Gondmohadi"
"CHANDRAPUR","CHIMUR","Vihirgaon Tukum"
"CHANDRAPUR","CHIMUR","Wasan Vihira"
"CHANDRAPUR","CHIMUR","Palasgaon"
"CHANDRAPUR","CHIMUR","GOND MOHARI RESERVED FOREST"
"CHANDRAPUR","CHIMUR","Jamani"
"CHANDRAPUR","CHIMUR","Piparda"
"CHANDRAPUR","NAGBHIR","RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Bond"
"CHANDRAPUR","NAGBHIR","Sonuli"
"CHANDRAPUR","NAGBHIR","Sonapur"
"CHANDRAPUR","NAGBHIR","Jankapur"
"CHANDRAPUR","NAGBHIR","Chichala"
"CHANDRAPUR","NAGBHIR","Govindpur"
"CHANDRAPUR","NAGBHIR","Visapur"
"CHANDRAPUR","NAGBHIR","Sapepar Raiyyatwari"
"CHANDRAPUR","NAGBHIR","Pardi Jatin"
"CHANDRAPUR","NAGBHIR","Devpayli"
"CHANDRAPUR","NAGBHIR","Palasgaon Kh"
"CHANDRAPUR","NAGBHIR","Yenoli"
"CHANDRAPUR","NAGBHIR","Owala"
"CHANDRAPUR","NAGBHIR","Sonuli Bk"
"CHANDRAPUR","NAGBHIR","Sapepar"
"CHANDRAPUR","NAGBHIR","Sawangi Badge"
"CHANDRAPUR","NAGBHIR","Balapur Bk"
"CHANDRAPUR","NAGBHIR","Palasgaon Tukum"
"CHANDRAPUR","NAGBHIR","Gaimukh"
"CHANDRAPUR","NAGBHIR","Yenoli Chak"
"CHANDRAPUR","NAGBHIR","Dhamangaon Mal"
"CHANDRAPUR","NAGBHIR","Kojbi"
"CHANDRAPUR","NAGBHIR","Bamhani"
"CHANDRAPUR","NAGBHIR","Talodhi"
"CHANDRAPUR","NAGBHIR","Vaijapur"
"CHANDRAPUR","SINDEWAHI","Alesur"
"CHANDRAPUR","SINDEWAHI","Nandgaon"
"CHANDRAPUR","SINDEWAHI","Navargaon"
"CHANDRAPUR","SINDEWAHI","Wagholi Rith"
"CHANDRAPUR","SINDEWAHI","KACHHEPAR RESERVED FOREST"
"CHANDRAPUR","SINDEWAHI","Palasgaon Jat"
"CHANDRAPUR","SINDEWAHI","Delanwadi"
"CHANDRAPUR","SINDEWAHI","Dhumankheda"
"CHANDRAPUR","GONDPIPRI","KOTHARI RESERVED FOREST"
"CHANDRAPUR","GONDPIPRI","Chak Likhitwada"
"CHANDRAPUR","GONDPIPRI","Tekoda"
"CHANDRAPUR","GONDPIPRI","Wadkuli"
"CHANDRAPUR","GONDPIPRI","Chak Wedgaon"
"CHANDRAPUR","GONDPIPRI","Chak Beradi"
"CHANDRAPUR","GONDPIPRI","Wadholi"
"CHANDRAPUR","GONDPIPRI","Kultha"
"CHANDRAPUR","GONDPIPRI","Likhitwada Rith"
"CHANDRAPUR","GONDPIPRI","Chak Tarada"
"CHANDRAPUR","GONDPIPRI","Tarda"
"CHANDRAPUR","GONDPIPRI","Chak Borgaon"
"CHANDRAPUR","GONDPIPRI","Sirsi Deulwar"
"CHANDRAPUR","GONDPIPRI","Furdi Heti"
"CHANDRAPUR","GONDPIPRI","Ganpur"
"CHANDRAPUR","GONDPIPRI","Chak Vithalwada"
"CHANDRAPUR","GONDPIPRI","Dhamanpeth"
"CHANDRAPUR","GONDPIPRI","Korambi"
"CHANDRAPUR","GONDPIPRI","Tarsa Kh."
"CHANDRAPUR","GONDPIPRI","Ganesh Pipari"
"CHANDRAPUR","GONDPIPRI","Chiwandha"
"CHANDRAPUR","GONDPIPRI","Watrana"
"CHANDRAPUR","GONDPIPRI","Tohogaon"
"CHANDRAPUR","GONDPIPRI","Chak Gojoti"
"CHANDRAPUR","GONDPIPRI","Ralapeth"
"CHANDRAPUR","GONDPIPRI","Bhangram Talodhi"
"CHANDRAPUR","GONDPIPRI","Chak Sukwasi"
"CHANDRAPUR","GONDPIPRI","Gojoli Makta"
"CHANDRAPUR","GONDPIPRI","Fulora"
"CHANDRAPUR","GONDPIPRI","Dubar Peth Chak"
"CHANDRAPUR","GONDPIPRI","Bhangarpeth"
"CHANDRAPUR","GONDPIPRI","Chak Talodhi"
"CHANDRAPUR","GONDPIPRI","Chak Somanpalli"
"CHANDRAPUR","GONDPIPRI","Salezari"
"CHANDRAPUR","GONDPIPRI","Somanpalli"
"CHANDRAPUR","GONDPIPRI","Kondhana"
"CHANDRAPUR","GONDPIPRI","Panora"
"CHANDRAPUR","GONDPIPRI","Arvi"
"CHANDRAPUR","GONDPIPRI","Mangal Peth"
"CHANDRAPUR","GONDPIPRI","Chak Pargaon"
"CHANDRAPUR","GONDPIPRI","Supgaon"
"CHANDRAPUR","GONDPIPRI","Dhamangaon"
"CHANDRAPUR","GONDPIPRI","Chak Dongargaon"
"CHANDRAPUR","GONDPIPRI","Nandwardhan"
"CHANDRAPUR","GONDPIPRI","Dhaba"
"CHANDRAPUR","GONDPIPRI","Dongargaon Mal"
"CHANDRAPUR","GONDPIPRI","Undirgaon Ryt"
"CHANDRAPUR","GONDPIPRI","Adegaon"
"CHANDRAPUR","GONDPIPRI","Undirgaon Alies Kantepeth"
"CHANDRAPUR","GONDPIPRI","Shivani Deshpande"
"CHANDRAPUR","GONDPIPRI","Wejgaon"
"CHANDRAPUR","GONDPIPRI","Chak Darur"
"CHANDRAPUR","GONDPIPRI","Chak Navegaon"
"CHANDRAPUR","GONDPIPRI","Chak Nandgaon"
"CHANDRAPUR","GONDPIPRI","Darur"
"CHANDRAPUR","GONDPIPRI","Hiwara"
"CHANDRAPUR","GONDPIPRI","Kunde Nandgaon"
"CHANDRAPUR","GONDPIPRI","Sarandi"
"CHANDRAPUR","GONDPIPRI","Kirmiri"
"CHANDRAPUR","GONDPIPRI","Heti Nandgaon"
"CHANDRAPUR","GONDPIPRI","Chak Bapur"
"CHANDRAPUR","GONDPIPRI","Sakmur"
"CHANDRAPUR","GONDPIPRI","Gujari"
"CHANDRAPUR","GONDPIPRI","Lathi"
"CHANDRAPUR","GONDPIPRI","Pardi"
"CHANDRAPUR","GONDPIPRI","Sonapur Deshpande"
"CHANDRAPUR","GONDPIPRI","Wamanpalli"
"CHANDRAPUR","GONDPIPRI","Wedgaon"
"CHANDRAPUR","GONDPIPRI","Chak Wedgaon"
"CHANDRAPUR","GONDPIPRI","Tomta"
"CHANDRAPUR","GONDPIPRI","Polsa"
"CHANDRAPUR","KORPANA","Dhanoli"
"CHANDRAPUR","KORPANA","Borgaon Kh"
"CHANDRAPUR","KORPANA","Dhanoli Tanda"
"CHANDRAPUR","KORPANA","Sawalhira"
"CHANDRAPUR","KORPANA","Bharosa"
"CHANDRAPUR","KORPANA","Bhoyegaon"
"CHANDRAPUR","KORPANA","Koradi"
"CHANDRAPUR","KORPANA","Navegaon"
"CHANDRAPUR","KORPANA","Talodhi"
"CHANDRAPUR","KORPANA","Antargaon Bk"
"CHANDRAPUR","KORPANA","Hirapur"
"CHANDRAPUR","KORPANA","Kavithgaon (Rith)"
"CHANDRAPUR","KORPANA","Palgaon"
"CHANDRAPUR","KORPANA","Zoting"
"CHANDRAPUR","KORPANA","Wanoja"
"CHANDRAPUR","KORPANA","Bakhardi"
"CHANDRAPUR","KORPANA","Awalpur"
"CHANDRAPUR","KORPANA","Nimani"
"CHANDRAPUR","KORPANA","Kodsi Kh"
"CHANDRAPUR","KORPANA","Gandhinagar"
"CHANDRAPUR","KORPANA","Kodsi Bk"
"CHANDRAPUR","KORPANA","Pipri"
"CHANDRAPUR","KORPANA","Kadholi Kh"
"CHANDRAPUR","KORPANA","Naranda"
"CHANDRAPUR","KORPANA","Shivnaranda"
"CHANDRAPUR","KORPANA","Tulsi"
"CHANDRAPUR","KORPANA","Nokari"
"CHANDRAPUR","KORPANA","Heti"
"CHANDRAPUR","KORPANA","Sheraj Bk"
"CHANDRAPUR","KORPANA","Chich Navegaon"
"CHANDRAPUR","KORPANA","Pipalgaon"
"CHANDRAPUR","KORPANA","Tambadi"
"CHANDRAPUR","KORPANA","Nanda"
"CHANDRAPUR","KORPANA","Dhunki"
"CHANDRAPUR","KORPANA","Karawa"
"CHANDRAPUR","KORPANA","Seraj Kh"
"CHANDRAPUR","KORPANA","Palezari"
"CHANDRAPUR","KORPANA","Bibi"
"CHANDRAPUR","KORPANA","Matha"
"CHANDRAPUR","KORPANA","Jewara"
"CHANDRAPUR","KORPANA","Loni"
"CHANDRAPUR","KORPANA","Lakhamapur"
"CHANDRAPUR","KORPANA","Bori Navegaon"
"CHANDRAPUR","KORPANA","Asan Bk"
"CHANDRAPUR","KORPANA","Dhoptala (Seraj)"
"CHANDRAPUR","KORPANA","Parsoda"
"CHANDRAPUR","KORPANA","Kukadsath"
"CHANDRAPUR","KORPANA","Raipur"
"CHANDRAPUR","KORPANA","Gadchandur (M CI)"
"CHANDRAPUR","KORPANA","Asan Kh"
"CHANDRAPUR","KORPANA","Sonurli (Wansadi)"
"CHANDRAPUR","KORPANA","Kothoda Kh"
"CHANDRAPUR","KORPANA","Paramba"
"CHANDRAPUR","KORPANA","Kanhalgaon"
"CHANDRAPUR","KORPANA","Wansadi"
"CHANDRAPUR","KORPANA","Wadgaon"
"CHANDRAPUR","KORPANA","Dhamangaon"
"CHANDRAPUR","KORPANA","Devghat Rith"
"CHANDRAPUR","KORPANA","Ganeshmod Rith"
"CHANDRAPUR","KORPANA","Khirdi"
"CHANDRAPUR","KORPANA","Korpana (NP)"
"CHANDRAPUR","KORPANA","Dahegaon"
"CHANDRAPUR","KORPANA","Kothoda Bk"
"CHANDRAPUR","KORPANA","Khairgaon (Wansadi)"
"CHANDRAPUR","KORPANA","Akola"
"CHANDRAPUR","KORPANA","Thutra"
"CHANDRAPUR","KORPANA","Pardi"
"CHANDRAPUR","KORPANA","Chichkhod"
"CHANDRAPUR","KORPANA","Govindpur"
"CHANDRAPUR","KORPANA","Chanai Kh"
"CHANDRAPUR","KORPANA","Chincholi"
"CHANDRAPUR","KORPANA","Mehandi"
"CHANDRAPUR","KORPANA","Katlabodi"
"CHANDRAPUR","KORPANA","Kusal"
"CHANDRAPUR","KORPANA","Piparda"
"CHANDRAPUR","KORPANA","Khairgaon (Korpana)"
"CHANDRAPUR","KORPANA","Upparwahi"
"CHANDRAPUR","KORPANA","Injapur"
"CHANDRAPUR","KORPANA","Belgaon"
"CHANDRAPUR","KORPANA","Chopan"
"CHANDRAPUR","KORPANA","Chanai Bk"
"CHANDRAPUR","KORPANA","Durgadi"
"CHANDRAPUR","KORPANA","Zulbardi"
"CHANDRAPUR","KORPANA","Kukalbodi"
"CHANDRAPUR","KORPANA","Rupapeth"
"CHANDRAPUR","MUL","Chak Kanhalgaon"
"CHANDRAPUR","MUL","Chak Chikhli No.1"
"CHANDRAPUR","MUL","Chikhli No.2"
"CHANDRAPUR","MUL","Ushrada Chak"
"CHANDRAPUR","MUL","Padzari"
"CHANDRAPUR","MUL","Belgata Mal"
"CHANDRAPUR","MUL","Belgata No.1"
"CHANDRAPUR","MUL","Somnath Prakalp"
"CHANDRAPUR","MUL","Maroda"
"CHANDRAPUR","MUL","Morwahi Chak"
"CHANDRAPUR","MUL","Belgata No.2"
"CHANDRAPUR","MUL","Morwahi Mal"
"CHANDRAPUR","MUL","Tekadi"
"CHANDRAPUR","MUL","Chitegaon"
"CHANDRAPUR","MUL","Kosambi"
"CHANDRAPUR","MUL","Marhegaon"
"CHANDRAPUR","MUL","Karwan"
"CHANDRAPUR","MUL","Kosambi Ry"
"CHANDRAPUR","MUL","Chimadha"
"CHANDRAPUR","MUL","Chak Katwan"
"CHANDRAPUR","MUL","Katwan"
"CHANDRAPUR","MUL","Mul (M CI)"
"CHANDRAPUR","MUL","Chicholi"
"CHANDRAPUR","MUL","Akapur"
"CHANDRAPUR","SAWALI","MURJHA RESERVED FOREST"
"CHANDRAPUR","SAWALI","Khanabad Chak"
"CHANDRAPUR","SAWALI","Akapur"
"CHANDRAPUR","SAWALI","Jankapur T"
"CHANDRAPUR","SAWALI","Karoli"
"CHANDRAPUR","SAWALI","Jankapur"
"CHANDRAPUR","SAWALI","Geora Bk."
"CHANDRAPUR","SAWALI","Geora Chak"
"CHANDRAPUR","SAWALI","Geora Kh"
"CHANDRAPUR","SAWALI","Saikheda"
"CHANDRAPUR","SAWALI","Sawangi Dixit"
"CHANDRAPUR","SAWALI","Usarpar Chak"
"CHANDRAPUR","SAWALI","Palebarsa"
"CHANDRAPUR","SAWALI","Kasargaon"
"CHANDRAPUR","SAWALI","Vihirgaon"
"CHANDRAPUR","KORPANA","Kerambodi"
"CHANDRAPUR","KORPANA","Khadki"
"CHANDRAPUR","JIWATI","Markagondi 1"
"CHANDRAPUR","KORPANA","Hatloni"
"CHANDRAPUR","KORPANA","Mandawa"
"CHANDRAPUR","KORPANA","Kargaon Bk"
"CHANDRAPUR","KORPANA","Shivapur"
"CHANDRAPUR","KORPANA","Borgaon Bk"
"CHANDRAPUR","KORPANA","Mangulhira"
"CHANDRAPUR","KORPANA","Yergavhan"
"CHANDRAPUR","JIWATI","Kargaon Kh"
"CHANDRAPUR","KORPANA","Umarvihira"
"CHANDRAPUR","KORPANA","Tangala"
"CHANDRAPUR","KORPANA","Jambhuldhara"
"CHANDRAPUR","JIWATI","Singarpathar"
"CHANDRAPUR","KORPANA","Thippa"
"CHANDRAPUR","JIWATI","Dhanakdevi"
"CHANDRAPUR","JIWATI","Jabhuldhara"
"CHANDRAPUR","JIWATI","Yellapur"
"CHANDRAPUR","JIWATI","Lambori"
"CHANDRAPUR","JIWATI","Pandharwani"
"CHANDRAPUR","JIWATI","Yeromi Isapur"
"CHANDRAPUR","JIWATI","Narpathar"
"CHANDRAPUR","JIWATI","Asapur"
"CHANDRAPUR","JIWATI","Kodepur"
"CHANDRAPUR","JIWATI","Kamalpur"
"CHANDRAPUR","JIWATI","Dharpana"
"CHANDRAPUR","JIWATI","Shedwahi-1"
"CHANDRAPUR","JIWATI","Nagapur"
"CHANDRAPUR","JIWATI","Markalmetta"
"CHANDRAPUR","JIWATI","Karankodi"
"CHANDRAPUR","JIWATI","Jiwati (NP)"
"CHANDRAPUR","JIWATI","Kekezari"
"CHANDRAPUR","JIWATI","Teka Arjuni"
"CHANDRAPUR","JIWATI","Gudsela"
"CHANDRAPUR","JIWATI","Dewalaguda"
"CHANDRAPUR","JIWATI","Dhonda Arjuni"
"CHANDRAPUR","JIWATI","Loldoh"
"CHANDRAPUR","JIWATI","Dhonda Mandwa"
"CHANDRAPUR","JIWATI","Sevanagar"
"CHANDRAPUR","JIWATI","Wani Bk"
"CHANDRAPUR","JIWATI","Dampur Mohada"
"CHANDRAPUR","JIWATI","Mohdal Bhanguda"
"CHANDRAPUR","JIWATI","Wani Kh"
"CHANDRAPUR","JIWATI","Pudiyal Mohada"
"CHANDRAPUR","JIWATI","Pataguda"
"CHANDRAPUR","JIWATI","Nokewada"
"CHANDRAPUR","JIWATI","Paldoh"
"CHANDRAPUR","JIWATI","Teka Mandwa"
"CHANDRAPUR","JIWATI","Manguda"
"CHANDRAPUR","JIWATI","Kumbhezari"
"CHANDRAPUR","JIWATI","Hatkarguda"
"CHANDRAPUR","JIWATI","Chikali Kh"
"CHANDRAPUR","JIWATI","Rahpalli Bk"
"CHANDRAPUR","JIWATI","Maraipatann"
"CHANDRAPUR","MUL","RAJOLI RESERVED FOREST"
"CHANDRAPUR","MUL","Bendewahi Rith"
"CHANDRAPUR","MUL","Rajoli"
"CHANDRAPUR","MUL","Shivapur Gaonganna"
"CHANDRAPUR","MUL","Golabhuj"
"CHANDRAPUR","MUL","Kombadwahi Rith"
"CHANDRAPUR","MUL","Alewahi Alias Nawegaon"
"CHANDRAPUR","MUL","Shivapur Tukum"
"CHANDRAPUR","MUL","Shiwapur Ryt (Chak)"
"CHANDRAPUR","MUL","Dongargaon"
"CHANDRAPUR","MUL","Ratnapur"
"CHANDRAPUR","MUL","Murmadi"
"CHANDRAPUR","MUL","Gangalwadi"
"CHANDRAPUR","MUL","Padzari Chak"
"CHANDRAPUR","MUL","Tadbhuj"
"CHANDRAPUR","MUL","Bhadurni"
"CHANDRAPUR","MUL","Chikhali Mal"
"CHANDRAPUR","MUL","Rajgad"
"CHANDRAPUR","MUL","Janala Ryt"
"CHANDRAPUR","MUL","Borchandli"
"CHANDRAPUR","MUL","Bhawarala"
"CHANDRAPUR","MUL","Mhasbodan Chak"
"CHANDRAPUR","MUL","Agdi"
"CHANDRAPUR","MUL","Tadala Tukum"
"CHANDRAPUR","MUL","Kawadpeth Raiyyatwari"
"CHANDRAPUR","MUL","Chak Dagadtala"
"CHANDRAPUR","MUL","Tadala"
"CHANDRAPUR","MUL","FOREST"
"CHANDRAPUR","MUL","Kantapeth Ryt"
"CHANDRAPUR","MUL","Chandapur"
"CHANDRAPUR","MUL","Fiskuti"
"CHANDRAPUR","MUL","Chiroli"
"CHANDRAPUR","MUL","Chichala (Mo)"
"CHANDRAPUR","MUL","Gothangaon Rith"
"CHANDRAPUR","MUL","Virai"
"CHANDRAPUR","MUL","Tolewahi"
"CHANDRAPUR","MUL","Junasurla"
"CHANDRAPUR","MUL","Kawadpeth Mal"
"CHANDRAPUR","MUL","Haldi Tukum"
"CHANDRAPUR","MUL","Haldi Gaonganna"
"CHANDRAPUR","MUL","MUL RESERVED FOREST"
"CHANDRAPUR","MUL","Wedi Rith"
"CHANDRAPUR","MUL","Manda Tukum"
"CHANDRAPUR","MUL","Bhejgaon"
"CHANDRAPUR","MUL","Gadisurla"
"CHANDRAPUR","MUL","Chak Chiroli"
"CHANDRAPUR","MUL","Kelzar"
"CHANDRAPUR","MUL","Chak Sarajkheda"
"CHANDRAPUR","MUL","Yejgaon"
"CHANDRAPUR","MUL","Sandala"
"CHANDRAPUR","MUL","Mankapur"
"CHANDRAPUR","MUL","Khalwaspeth"
"CHANDRAPUR","MUL","Churul Tukum"
"CHANDRAPUR","MUL","Dahegaon Mal"
"CHANDRAPUR","MUL","Sarajkheda Mal"
"CHANDRAPUR","MUL","Uthal Peth"
"CHANDRAPUR","MUL","Sintala"
"CHANDRAPUR","MUL","Dugala"
"CHANDRAPUR","MUL","Sushi Dabgaon"
"CHANDRAPUR","MUL","Nawegaon Bhujala"
"CHANDRAPUR","MUL","Naleshwar"
"CHANDRAPUR","MUL","Dugala Raiyyatwari"
"CHANDRAPUR","MUL","Yergaon Alias Belgaon"
"CHANDRAPUR","MUL","Sukali Rith"
"CHANDRAPUR","MUL","Khandala Ryt"
"CHANDRAPUR","MUL","Dahegaon Chak"
"CHANDRAPUR","MUL","Korambi"
"CHANDRAPUR","MUL","Chak Naleshwar"
"CHANDRAPUR","MUL","Babrala"
"CHANDRAPUR","MUL","Bembal"
"CHANDRAPUR","MUL","Dabgaon Makta"
"CHANDRAPUR","MUL","Pipari Dixit"
"CHANDRAPUR","MUL","Kanhalgaon Raiyyatwari"
"CHANDRAPUR","MUL","Akapur Raiyyatwari"
"CHANDRAPUR","MUL","Chak Akapur"
"CHANDRAPUR","MUL","Chak Bembal"
"CHANDRAPUR","MUL","Dabgaon Tukum"
"CHANDRAPUR","MUL","Borghat Raiyyatwari"
"CHANDRAPUR","MUL","Chak Ghosari"
"CHANDRAPUR","MUL","Bondala Kh"
"CHANDRAPUR","MUL","Borghatmal"
"CHANDRAPUR","MUL","Bondala Bk"
"CHANDRAPUR","MUL","Nandgaon"
"CHANDRAPUR","MUL","Gowardhan"
"CHANDRAPUR","NAGBHIR","Kanpa"
"CHANDRAPUR","NAGBHIR","Irvha"
"CHANDRAPUR","NAGBHIR","Paharni"
"CHANDRAPUR","NAGBHIR","Tekari"
"CHANDRAPUR","NAGBHIR","Bikli"
"CHANDRAPUR","NAGBHIR","BRAHMAPURI RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Banwahi"
"CHANDRAPUR","NAGBHIR","Dhorpa"
"CHANDRAPUR","NAGBHIR","Moushi"
"CHANDRAPUR","NAGBHIR","Banwahi Chak"
"CHANDRAPUR","NAGBHIR","Moushi Chak"
"CHANDRAPUR","NAGBHIR","Mangali"
"CHANDRAPUR","NAGBHIR","Mohadi Mokasa"
"CHANDRAPUR","NAGBHIR","RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","BRAMHAPURI  RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","BUDURTAL RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Sale Bhatti Chak"
"CHANDRAPUR","NAGBHIR","Kunghada Chak"
"CHANDRAPUR","NAGBHIR","Kotgaon"
"CHANDRAPUR","NAGBHIR","Telimendha"
"CHANDRAPUR","NAGBHIR","Sale Bhatti"
"CHANDRAPUR","NAGBHIR","Mhasali"
"CHANDRAPUR","NAGBHIR","Kunghada"
"CHANDRAPUR","NAGBHIR","Balapur Kh"
"CHANDRAPUR","NAGBHIR","Kothulana"
"CHANDRAPUR","NAGBHIR","Panholi"
"CHANDRAPUR","NAGBHIR","Pendhari"
"CHANDRAPUR","NAGBHIR","Vilam"
"CHANDRAPUR","NAGBHIR","Rengatur"
"CHANDRAPUR","NAGBHIR","Panholi Mendha"
"CHANDRAPUR","NAGBHIR","Khadki"
"CHANDRAPUR","NAGBHIR","Devtak"
"CHANDRAPUR","NAGBHIR","Kasarla"
"CHANDRAPUR","NAGBHIR","Chikmara"
"CHANDRAPUR","NAGBHIR","Panjarepar"
"CHANDRAPUR","NAGBHIR","Korambi"
"CHANDRAPUR","NAGBHIR","Dongargaon Kh"
"CHANDRAPUR","NAGBHIR","Kordha"
"CHANDRAPUR","NAGBHIR","Kirmiti Mendha"
"CHANDRAPUR","NAGBHIR","Kirmiti"
"CHANDRAPUR","NAGBHIR","Navegaon Pandav"
"CHANDRAPUR","NAGBHIR","Nagbhir (M CI)"
"CHANDRAPUR","NAGBHIR","Pardi"
"CHANDRAPUR","NAGBHIR","Minthur"
"CHANDRAPUR","NAGBHIR","Ranparsodi"
"CHANDRAPUR","NAGBHIR","BRAMHAPURI  RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Sakhara Rith"
"CHANDRAPUR","NAGBHIR","Mindala"
"CHANDRAPUR","NAGBHIR","Sakhara Chak"
"CHANDRAPUR","NAGBHIR","Wasala Makta"
"CHANDRAPUR","NAGBHIR","Kosambi Chak 1"
"CHANDRAPUR","NAGBHIR","Ghodazari"
"CHANDRAPUR","NAGBHIR","Kosambi Chak 2"
"CHANDRAPUR","NAGBHIR","Kosambi Gaoli"
"CHANDRAPUR","NAGBHIR","Kodepar"
"CHANDRAPUR","NAGBHIR","Nawegaon Hundeshwari"
"CHANDRAPUR","NAGBHIR","BRAMHAPURI  RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Kitadi"
"CHANDRAPUR","NAGBHIR","RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Chindhimal"
"CHANDRAPUR","NAGBHIR","Gowarpeth"
"CHANDRAPUR","NAGBHIR","Wasala Mendha"
"CHANDRAPUR","NAGBHIR","Khadki"
"CHANDRAPUR","NAGBHIR","Telandongari Chak"
"CHANDRAPUR","NAGBHIR","Kitali Mendha"
"CHANDRAPUR","NAGBHIR","Huma"
"CHANDRAPUR","NAGBHIR","Chindhi Chak"
"CHANDRAPUR","NAGBHIR","Kamath Chak"
"CHANDRAPUR","NAGBHIR","Nawanagar"
"CHANDRAPUR","NAGBHIR","Kharbi"
"CHANDRAPUR","NAGBHIR","Kitali Bormala"
"CHANDRAPUR","NAGBHIR","Mangrul"
"CHANDRAPUR","NAGBHIR","Navegaon Mal"
"CHANDRAPUR","NAGBHIR","Rajoli"
"CHANDRAPUR","NAGBHIR","Lakhamapur"
"CHANDRAPUR","NAGBHIR","Chargaon Manapur"
"CHANDRAPUR","NAGBHIR","Mohdar"
"CHANDRAPUR","NAGBHIR","Balapur Tukum"
"CHANDRAPUR","NAGBHIR","Kojbi Chak"
"CHANDRAPUR","NAGBHIR","Chargaon Chak"
"CHANDRAPUR","NAGBHIR","Sawarla"
"CHANDRAPUR","NAGBHIR","Akapur"
"CHANDRAPUR","NAGBHIR","Nanded"
"CHANDRAPUR","NAGBHIR","Ushrala"
"CHANDRAPUR","NAGBHIR","Dorli"
"CHANDRAPUR","NAGBHIR","Yenoli"
"CHANDRAPUR","NAGBHIR","Mendha Chargaon"
"CHANDRAPUR","NAGBHIR","Sonuli Chak"
"CHANDRAPUR","NAGBHIR","Walni"
"CHANDRAPUR","NAGBHIR","Wadhona"
"CHANDRAPUR","NAGBHIR","Gangasagar Heti"
"CHANDRAPUR","NAGBHIR","Sonuli"
"CHANDRAPUR","NAGBHIR","Sawargaon"
"CHANDRAPUR","NAGBHIR","Mendha Dakhali Ushrala"
"CHANDRAPUR","NAGBHIR","Girgaon"
"CHANDRAPUR","NAGBHIR","Zadbori"
"CHANDRAPUR","NAGBHIR","Kanhalgaon"
"CHANDRAPUR","NAGBHIR","Alewahi"
"CHANDRAPUR","NAGBHIR","Chikhalgaon"
"CHANDRAPUR","NAGBHIR","Jivanapur"
"CHANDRAPUR","NAGBHIR","Umargaon"
"CHANDRAPUR","NAGBHIR","Sonapur Tukum"
"CHANDRAPUR","NAGBHIR","PENDHARI RESERVED FOREST"
"CHANDRAPUR","NAGBHIR","Sarangad"
"CHANDRAPUR","NAGBHIR","Dhamagaon Chak"
"CHANDRAPUR","NAGBHIR","Kachepar"
"CHANDRAPUR","RAJURA","Sasti"
"CHANDRAPUR","RAJURA","Pauni"
"CHANDRAPUR","RAJURA","Gowari"
"CHANDRAPUR","RAJURA","Bhadangpur Rith"
"CHANDRAPUR","RAJURA","Rajura (MCI)"
"CHANDRAPUR","RAJURA","Chunala"
"CHANDRAPUR","RAJURA","Bamanwada"
"CHANDRAPUR","RAJURA","Dhopatala"
"CHANDRAPUR","RAJURA","Chincholi Kh"
"CHANDRAPUR","RAJURA","Mathara"
"CHANDRAPUR","RAJURA","Satri"
"CHANDRAPUR","RAJURA","Hirapur Chincholi"
"CHANDRAPUR","RAJURA","Chanakha"
"CHANDRAPUR","RAJURA","Rampur"
"CHANDRAPUR","RAJURA","Antargaon Kh"
"CHANDRAPUR","RAJURA","Goyegaon"
"CHANDRAPUR","RAJURA","Panchala"
"CHANDRAPUR","RAJURA","Pendhari (Rith)"
"CHANDRAPUR","RAJURA","Nimbala"
"CHANDRAPUR","RAJURA","Kalamana"
"CHANDRAPUR","RAJURA","Khairgaon (Rithi)"
"CHANDRAPUR","RAJURA","Mangaon"
"CHANDRAPUR","RAJURA","Arvi"
"CHANDRAPUR","RAJURA","Kapangaon"
"CHANDRAPUR","RAJURA","Muthara"
